year,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
2027,157,Fort Bend County,18,18 yrs,13361,6876,6485,3935,2110,1825,2444,1215,1229,3792,1897,1895,2652,1367,1285,538,287,251
2027,157,Fort Bend County,19,19 yrs,12353,6375,5978,3443,1824,1619,2349,1195,1154,3454,1788,1666,2612,1331,1281,495,237,258
2027,157,Fort Bend County,20,20 yrs,12744,6516,6228,3634,1928,1706,2530,1268,1262,3509,1768,1741,2540,1302,1238,531,250,281
2027,157,Fort Bend County,21,21 yrs,12936,6750,6186,3816,2102,1714,2556,1334,1222,3444,1765,1679,2621,1316,1305,499,233,266
2027,157,Fort Bend County,22,22 yrs,13262,6680,6582,3854,2059,1795,2644,1271,1373,3549,1783,1766,2668,1296,1372,547,271,276
2027,157,Fort Bend County,23,23 yrs,14123,7053,7070,4192,2118,2074,2862,1421,1441,3521,1761,1760,2946,1448,1498,602,305,297
2027,157,Fort Bend County,24,24 yrs,14344,7169,7175,4194,2095,2099,2945,1541,1404,3617,1750,1867,3053,1535,1518,535,248,287
2027,157,Fort Bend County,25,25 yrs,14377,7393,6984,4348,2298,2050,2947,1503,1444,3598,1745,1853,2924,1539,1385,560,308,252
2027,157,Fort Bend County,26,26 yrs,15304,7728,7576,4499,2349,2150,3207,1595,1612,3663,1771,1892,3321,1703,1618,614,310,304
2027,157,Fort Bend County,27,27 yrs,15542,7854,7688,4703,2553,2150,3248,1638,1610,3766,1822,1944,3226,1535,1691,599,306,293
2027,157,Fort Bend County,28,28 yrs,15681,7697,7984,4466,2343,2123,3254,1626,1628,3919,1836,2083,3442,1601,1841,600,291,309
2027,157,Fort Bend County,29,29 yrs,16105,7954,8151,4406,2295,2111,3369,1632,1737,3878,1870,2008,3863,1876,1987,589,281,308
2027,157,Fort Bend County,30,30 yrs,16233,8072,8161,4610,2433,2177,3293,1684,1609,3804,1813,1991,4006,1876,2130,520,266,254
2027,157,Fort Bend County,31,31 yrs,16772,8400,8372,4661,2450,2211,3368,1677,1691,3974,1895,2079,4242,2104,2138,527,274,253
2027,157,Fort Bend County,32,32 yrs,17062,8384,8678,4486,2328,2158,3337,1613,1724,4094,1984,2110,4598,2171,2427,547,288,259
2027,157,Fort Bend County,33,33 yrs,17697,8694,9003,4616,2356,2260,3357,1695,1662,4330,2024,2306,4870,2356,2514,524,263,261
2027,157,Fort Bend County,34,34 yrs,18271,9317,8954,4469,2379,2090,3526,1835,1691,4442,2121,2321,5295,2694,2601,539,288,251
2027,157,Fort Bend County,35,35 yrs,16896,8609,8287,3916,2061,1855,3185,1616,1569,4301,2127,2174,5033,2561,2472,461,244,217
2027,157,Fort Bend County,36,36 yrs,15162,7608,7554,2825,1464,1361,2776,1455,1321,4274,2115,2159,4929,2386,2543,358,188,170
2027,157,Fort Bend County,37,37 yrs,14821,7290,7531,2592,1343,1249,2511,1254,1257,4172,2029,2143,5231,2471,2760,315,193,122
2027,157,Fort Bend County,38,38 yrs,14117,7225,6892,2708,1403,1305,2279,1146,1133,3948,1988,1960,4911,2538,2373,271,150,121
2027,157,Fort Bend County,39,39 yrs,13944,6946,6998,2875,1439,1436,2049,916,1133,3775,1983,1792,4980,2468,2512,265,140,125
2027,157,Fort Bend County,40,40 yrs,14112,7263,6849,3096,1537,1559,2008,986,1022,3909,1995,1914,4782,2586,2196,317,159,158
2027,157,Fort Bend County,41,41 yrs,14008,7078,6930,3138,1610,1528,1959,920,1039,3878,2022,1856,4774,2393,2381,259,133,126
2027,157,Fort Bend County,42,42 yrs,14492,7353,7139,3439,1696,1743,1948,906,1042,3807,1882,1925,5074,2745,2329,224,124,100
2027,157,Fort Bend County,43,43 yrs,13295,6499,6796,3108,1517,1591,1850,838,1012,3544,1754,1790,4518,2261,2257,275,129,146
2027,157,Fort Bend County,44,44 yrs,13686,6776,6910,3482,1718,1764,1902,888,1014,3833,1907,1926,4220,2144,2076,249,119,130
2027,157,Fort Bend County,45,45 yrs,13388,6774,6614,3462,1699,1763,1907,867,1040,3697,1932,1765,4047,2150,1897,275,126,149
2027,157,Fort Bend County,46,46 yrs,13234,6531,6703,3599,1778,1821,2005,902,1103,3696,1823,1873,3616,1884,1732,318,144,174
2027,157,Fort Bend County,47,47 yrs,13234,6419,6815,3654,1779,1875,2223,967,1256,3462,1749,1713,3619,1794,1825,276,130,146
2027,157,Fort Bend County,48,48 yrs,12457,6008,6449,3580,1754,1826,2046,854,1192,3295,1670,1625,3231,1594,1637,305,136,169
2027,157,Fort Bend County,49,49 yrs,12411,6044,6367,3585,1757,1828,2048,876,1172,3334,1706,1628,3136,1560,1576,308,145,163
2027,157,Fort Bend County,50,50 yrs,12322,5795,6527,3611,1764,1847,2160,925,1235,3261,1571,1690,3035,1438,1597,255,97,158
2027,157,Fort Bend County,51,51 yrs,12198,5827,6371,3499,1720,1779,2136,888,1248,3253,1605,1648,3011,1453,1558,299,161,138
2027,157,Fort Bend County,52,52 yrs,12848,6069,6779,3896,1872,2024,2269,956,1313,3285,1646,1639,3070,1418,1652,328,177,151
2027,157,Fort Bend County,53,53 yrs,12420,5885,6535,3732,1873,1859,2388,991,1397,2930,1423,1507,3052,1434,1618,318,164,154
2027,157,Fort Bend County,54,54 yrs,12878,6105,6773,3960,1933,2027,2508,1050,1458,3019,1467,1552,3095,1514,1581,296,141,155
2027,157,Fort Bend County,55,55 yrs,13201,6131,7070,4394,2110,2284,2582,1075,1507,2957,1418,1539,2972,1368,1604,296,160,136
2027,157,Fort Bend County,56,56 yrs,13507,6418,7089,4737,2331,2406,2679,1124,1555,2885,1423,1462,2901,1365,1536,305,175,130
2027,157,Fort Bend County,57,57 yrs,13052,6067,6985,4767,2289,2478,2438,986,1452,2834,1382,1452,2721,1252,1469,292,158,134
2027,157,Fort Bend County,58,58 yrs,12242,5724,6518,4411,2100,2311,2332,984,1348,2568,1270,1298,2634,1216,1418,297,154,143
2027,157,Fort Bend County,59,59 yrs,11711,5528,6183,4352,2201,2151,2269,952,1317,2478,1183,1295,2386,1098,1288,226,94,132
2027,157,Fort Bend County,60,60 yrs,11656,5586,6070,4425,2204,2221,2184,927,1257,2345,1156,1189,2460,1176,1284,242,123,119
2027,157,Fort Bend County,61,61 yrs,11685,5540,6145,4323,2105,2218,2188,933,1255,2428,1173,1255,2503,1206,1297,243,123,120
2027,157,Fort Bend County,62,62 yrs,11664,5524,6140,4635,2295,2340,2183,889,1294,2314,1113,1201,2260,1093,1167,272,134,138
2027,157,Fort Bend County,63,63 yrs,11680,5297,6383,4587,2117,2470,2179,844,1335,2229,1022,1207,2432,1187,1245,253,127,126
2027,157,Fort Bend County,64,64 yrs,11839,5576,6263,4868,2422,2446,2123,870,1253,2129,976,1153,2463,1173,1290,256,135,121
2027,157,Fort Bend County,65,65 yrs,11291,5250,6041,4929,2361,2568,1996,815,1181,1987,928,1059,2109,1019,1090,270,127,143
2027,157,Fort Bend County,66,66 yrs,11503,5193,6310,5013,2337,2676,2090,871,1219,1886,845,1041,2263,1031,1232,251,109,142
2027,157,Fort Bend County,67,67 yrs,11863,5599,6264,5423,2668,2755,2092,893,1199,1870,887,983,2241,1027,1214,237,124,113
2027,157,Fort Bend County,68,68 yrs,11609,5353,6256,5554,2651,2903,1979,801,1178,1770,819,951,2084,968,1116,222,114,108
2027,157,Fort Bend County,69,69 yrs,11390,5334,6056,5470,2719,2751,1978,786,1192,1711,758,953,2019,956,1063,212,115,97
2027,157,Fort Bend County,70,70 yrs,10990,5166,5824,5352,2665,2687,1874,756,1118,1601,717,884,1941,928,1013,222,100,122
2027,157,Fort Bend County,71,71 yrs,10501,5026,5475,4872,2441,2431,1805,754,1051,1544,716,828,2032,988,1044,248,127,121
2027,157,Fort Bend County,72,72 yrs,9885,4534,5351,4608,2212,2396,1813,738,1075,1391,590,801,1857,895,962,216,99,117
2027,157,Fort Bend County,73,73 yrs,8936,4156,4780,4200,2071,2129,1568,591,977,1279,533,746,1713,873,840,176,88,88
2027,157,Fort Bend County,74,74 yrs,8715,4014,4701,4053,1943,2110,1501,581,920,1179,517,662,1794,889,905,188,84,104
2027,157,Fort Bend County,75,75 yrs,8072,3658,4414,3865,1930,1935,1406,478,928,1120,491,629,1492,685,807,189,74,115
2027,157,Fort Bend County,76,76 yrs,7322,3348,3974,3409,1642,1767,1227,490,737,954,421,533,1576,729,847,156,66,90
2027,157,Fort Bend County,77,77 yrs,7076,3272,3804,3272,1589,1683,1192,476,716,945,417,528,1512,730,782,155,60,95
2027,157,Fort Bend County,78,78 yrs,6291,2883,3408,2947,1428,1519,1105,414,691,802,353,449,1295,617,678,142,71,71
2027,157,Fort Bend County,79,79 yrs,5979,2718,3261,2976,1436,1540,941,367,574,768,304,464,1162,546,616,132,65,67
2027,157,Fort Bend County,80,80 yrs,5580,2554,3026,2908,1404,1504,801,289,512,683,287,396,1058,513,545,130,61,69
2027,157,Fort Bend County,81,81 yrs,4060,1847,2213,1885,894,991,580,232,348,600,245,355,924,441,483,71,35,36
2027,157,Fort Bend County,82,82 yrs,3751,1657,2094,1814,830,984,519,189,330,498,205,293,836,393,443,84,40,44
2027,157,Fort Bend County,83,83 yrs,3345,1485,1860,1672,795,877,461,149,312,444,164,280,711,351,360,57,26,31
2027,157,Fort Bend County,84,84 yrs,2898,1318,1580,1456,677,779,359,131,228,400,149,251,634,342,292,49,19,30
2027,157,Fort Bend County,85,85 yrs,2338,1044,1294,1140,516,624,281,98,183,320,137,183,544,274,270,53,19,34
2027,157,Fort Bend County,86,86 yrs,2068,852,1216,961,418,543,253,83,170,326,117,209,495,225,270,33,9,24
2027,157,Fort Bend County,87,87 yrs,1765,761,1004,831,361,470,193,65,128,284,104,180,426,218,208,31,13,18
2027,157,Fort Bend County,88,88 yrs,1451,591,860,709,298,411,163,54,109,231,68,163,330,165,165,18,6,12
2027,157,Fort Bend County,89,89 yrs,1223,477,746,585,233,352,132,33,99,215,71,144,279,138,141,12,2,10
2027,157,Fort Bend County,90,90 yrs,971,368,603,452,188,264,102,26,76,178,48,130,233,104,129,6,2,4
2027,157,Fort Bend County,91,91 yrs,848,298,550,405,153,252,82,21,61,159,41,118,198,82,116,4,1,3
2027,157,Fort Bend County,92,92 yrs,639,241,398,303,112,191,62,18,44,122,41,81,147,69,78,5,1,4
2027,157,Fort Bend County,93,93 yrs,469,164,305,229,79,150,52,13,39,91,24,67,94,47,47,3,1,2
2027,157,Fort Bend County,94,94 yrs,397,128,269,195,63,132,43,9,34,80,22,58,77,33,44,2,1,1
2027,157,Fort Bend County,95,95+ yrs,1051,312,739,475,140,335,102,19,83,263,67,196,207,85,122,4,1,3
2028,157,Fort Bend County,-1,All Ages,1121283,551301,569982,333547,167108,166439,197260,91720,105540,280814,138154,142660,272519,135808,136711,37143,18511,18632
2028,157,Fort Bend County,0,< 1 yr,15388,7839,7549,3497,1783,1714,2675,1363,1312,4955,2527,2428,3238,1646,1592,1023,520,503
2028,157,Fort Bend County,1,1 yr,15430,7878,7552,3463,1767,1696,2674,1361,1313,4960,2528,2432,3338,1716,1622,995,506,489
2028,157,Fort Bend County,2,2 yrs,15504,7910,7594,3434,1754,1680,2688,1365,1323,4978,2538,2440,3436,1765,1671,968,488,480
2028,157,Fort Bend County,3,3 yrs,15562,7960,7602,3397,1735,1662,2697,1370,1327,4993,2544,2449,3534,1834,1700,941,477,464
2028,157,Fort Bend County,4,4 yrs,15584,7966,7618,3351,1714,1637,2696,1366,1330,5000,2549,2451,3626,1881,1745,911,456,455
2028,157,Fort Bend County,5,5 yrs,15588,7992,7596,3295,1688,1607,2694,1364,1330,5002,2550,2452,3714,1946,1768,883,444,439
2028,157,Fort Bend County,6,6 yrs,15428,7894,7534,3240,1659,1581,2681,1354,1327,4966,2535,2431,3693,1924,1769,848,422,426
2028,157,Fort Bend County,7,7 yrs,15267,7832,7435,3195,1639,1556,2664,1346,1318,4926,2518,2408,3663,1920,1743,819,409,410
2028,157,Fort Bend County,8,8 yrs,15100,7732,7368,3153,1617,1536,2640,1329,1311,4885,2502,2383,3633,1892,1741,789,392,397
2028,157,Fort Bend County,9,9 yrs,14944,7666,7278,3126,1605,1521,2612,1314,1298,4845,2485,2360,3598,1884,1714,763,378,385
2028,157,Fort Bend County,10,10 yrs,14791,7574,7217,3109,1598,1511,2580,1294,1286,4808,2469,2339,3560,1852,1708,734,361,373
2028,157,Fort Bend County,11,11 yrs,14582,7486,7096,3145,1619,1526,2556,1284,1272,4729,2427,2302,3441,1804,1637,711,352,359
2028,157,Fort Bend County,12,12 yrs,14390,7368,7022,3186,1643,1543,2528,1266,1262,4654,2385,2269,3329,1736,1593,693,338,355
2028,157,Fort Bend County,13,13 yrs,14206,7294,6912,3230,1669,1561,2501,1255,1246,4582,2345,2237,3219,1693,1526,674,332,342
2028,157,Fort Bend County,14,14 yrs,14035,7190,6845,3278,1694,1584,2473,1240,1233,4512,2307,2205,3119,1629,1490,653,320,333
2028,157,Fort Bend County,15,15 yrs,13837,7089,6748,3310,1709,1601,2434,1216,1218,4433,2261,2172,3024,1591,1433,636,312,324
2028,157,Fort Bend County,16,16 yrs,13657,6988,6669,3400,1762,1638,2407,1202,1205,4286,2187,2099,2949,1537,1412,615,300,315
2028,157,Fort Bend County,17,17 yrs,13377,6858,6519,3461,1798,1663,2355,1177,1178,4124,2102,2022,2853,1493,1360,584,288,296
2028,157,Fort Bend County,18,18 yrs,13260,6943,6317,3739,2104,1635,2230,1115,1115,3917,1977,1940,2819,1473,1346,555,274,281
2028,157,Fort Bend County,19,19 yrs,12593,6480,6113,3573,1909,1664,2348,1174,1174,3595,1804,1791,2532,1303,1229,545,290,255
2028,157,Fort Bend County,20,20 yrs,12716,6575,6141,3575,1911,1664,2443,1247,1196,3493,1805,1688,2688,1367,1321,517,245,272
2028,157,Fort Bend County,21,21 yrs,13177,6693,6484,3674,1940,1734,2619,1301,1318,3594,1795,1799,2736,1394,1342,554,263,291
2028,157,Fort Bend County,22,22 yrs,13501,6980,6521,3937,2152,1785,2655,1375,1280,3534,1790,1744,2851,1415,1436,524,248,276
2028,157,Fort Bend County,23,23 yrs,14017,7022,6995,4113,2182,1931,2743,1314,1429,3647,1817,1830,2939,1425,1514,575,284,291
2028,157,Fort Bend County,24,24 yrs,14730,7332,7398,4359,2202,2157,2940,1453,1487,3630,1802,1828,3169,1556,1613,632,319,313
2028,157,Fort Bend County,25,25 yrs,14955,7441,7514,4361,2180,2181,3043,1585,1458,3708,1780,1928,3282,1635,1647,561,261,300
2028,157,Fort Bend County,26,26 yrs,15150,7777,7373,4521,2388,2133,3025,1542,1483,3792,1827,1965,3224,1697,1527,588,323,265
2028,157,Fort Bend County,27,27 yrs,16044,8067,7977,4616,2416,2200,3287,1629,1658,3851,1850,2001,3650,1847,1803,640,325,315
2028,157,Fort Bend County,28,28 yrs,16352,8245,8107,4876,2656,2220,3319,1677,1642,3959,1904,2055,3572,1687,1885,626,321,305
2028,157,Fort Bend County,29,29 yrs,16415,7998,8417,4553,2381,2172,3329,1659,1670,4109,1910,2199,3798,1744,2054,626,304,322
2028,157,Fort Bend County,30,30 yrs,16835,8254,8581,4514,2348,2166,3436,1658,1778,4066,1946,2120,4204,2007,2197,615,295,320
2028,157,Fort Bend County,31,31 yrs,17115,8536,8579,4752,2509,2243,3370,1718,1652,3991,1903,2088,4457,2126,2331,545,280,265
2028,157,Fort Bend County,32,32 yrs,17587,8821,8766,4781,2516,2265,3439,1712,1727,4160,1982,2178,4658,2324,2334,549,287,262
2028,157,Fort Bend County,33,33 yrs,17920,8825,9095,4599,2388,2211,3408,1644,1764,4279,2071,2208,5063,2421,2642,571,301,270
2028,157,Fort Bend County,34,34 yrs,18545,9129,9416,4727,2412,2315,3424,1728,1696,4521,2114,2407,5329,2599,2730,544,276,268
2028,157,Fort Bend County,35,35 yrs,19168,9785,9383,4574,2436,2138,3594,1865,1729,4643,2216,2427,5797,2969,2828,560,299,261
2028,157,Fort Bend County,36,36 yrs,17511,8951,8560,4010,2112,1898,3246,1646,1600,4438,2198,2240,5333,2736,2597,484,259,225
2028,157,Fort Bend County,37,37 yrs,15727,7910,7817,2892,1499,1393,2827,1481,1346,4413,2186,2227,5223,2549,2674,372,195,177
2028,157,Fort Bend County,38,38 yrs,15383,7588,7795,2654,1377,1277,2553,1273,1280,4304,2095,2209,5544,2641,2903,328,202,126
2028,157,Fort Bend County,39,39 yrs,14656,7528,7128,2771,1437,1334,2317,1165,1152,4074,2056,2018,5211,2712,2499,283,158,125
2028,157,Fort Bend County,40,40 yrs,14494,7246,7248,2947,1475,1472,2089,933,1156,3899,2050,1849,5283,2641,2642,276,147,129
2028,157,Fort Bend County,41,41 yrs,14445,7456,6989,3168,1573,1595,2038,999,1039,3975,2035,1940,4935,2684,2251,329,165,164
2028,157,Fort Bend County,42,42 yrs,14328,7258,7070,3209,1648,1561,1983,929,1054,3943,2061,1882,4924,2482,2442,269,138,131
2028,157,Fort Bend County,43,43 yrs,14826,7547,7279,3515,1734,1781,1972,917,1055,3867,1916,1951,5237,2849,2388,235,131,104
2028,157,Fort Bend County,44,44 yrs,13592,6661,6931,3173,1549,1624,1874,847,1027,3604,1789,1815,4656,2342,2314,285,134,151
2028,157,Fort Bend County,45,45 yrs,14014,6967,7047,3568,1766,1802,1932,904,1028,3899,1946,1953,4357,2227,2130,258,124,134
2028,157,Fort Bend County,46,46 yrs,13601,6877,6724,3528,1729,1799,1925,872,1053,3739,1955,1784,4124,2190,1934,285,131,154
2028,157,Fort Bend County,47,47 yrs,13458,6645,6813,3675,1817,1858,2031,914,1117,3739,1845,1894,3685,1920,1765,328,149,179
2028,157,Fort Bend County,48,48 yrs,13444,6521,6923,3725,1813,1912,2243,973,1270,3501,1771,1730,3688,1828,1860,287,136,151
2028,157,Fort Bend County,49,49 yrs,12647,6097,6550,3648,1786,1862,2064,860,1204,3331,1689,1642,3290,1623,1667,314,139,175
2028,157,Fort Bend County,50,50 yrs,12613,6146,6467,3658,1794,1864,2065,881,1184,3373,1728,1645,3196,1590,1606,321,153,168
2028,157,Fort Bend County,51,51 yrs,12471,5857,6614,3676,1796,1880,2172,926,1246,3276,1576,1700,3084,1458,1626,263,101,162
2028,157,Fort Bend County,52,52 yrs,12341,5886,6455,3560,1750,1810,2149,891,1258,3264,1606,1658,3058,1471,1587,310,168,142
2028,157,Fort Bend County,53,53 yrs,12992,6125,6867,3962,1904,2058,2279,956,1323,3296,1647,1649,3118,1436,1682,337,182,155
2028,157,Fort Bend County,54,54 yrs,12558,5941,6617,3788,1899,1889,2400,993,1407,2939,1424,1515,3100,1453,1647,331,172,159
2028,157,Fort Bend County,55,55 yrs,13075,6180,6895,4054,1973,2081,2529,1053,1476,3035,1471,1564,3147,1534,1613,310,149,161
2028,157,Fort Bend County,56,56 yrs,13365,6194,7171,4466,2143,2323,2588,1072,1516,2979,1427,1552,3027,1387,1640,305,165,140
2028,157,Fort Bend County,57,57 yrs,13670,6483,7187,4810,2364,2446,2682,1120,1562,2908,1434,1474,2954,1383,1571,316,182,134
2028,157,Fort Bend County,58,58 yrs,13207,6127,7080,4841,2323,2518,2438,979,1459,2855,1392,1463,2773,1270,1503,300,163,137
2028,157,Fort Bend County,59,59 yrs,12381,5774,6607,4476,2127,2349,2335,980,1355,2584,1277,1307,2681,1231,1450,305,159,146
2028,157,Fort Bend County,60,60 yrs,11850,5584,6266,4422,2235,2187,2269,947,1322,2493,1189,1304,2432,1114,1318,234,99,135
2028,157,Fort Bend County,61,61 yrs,11813,5643,6170,4489,2232,2257,2182,919,1263,2368,1157,1211,2526,1209,1317,248,126,122
2028,157,Fort Bend County,62,62 yrs,11836,5594,6242,4383,2131,2252,2183,924,1259,2450,1172,1278,2570,1240,1330,250,127,123
2028,157,Fort Bend County,63,63 yrs,11803,5570,6233,4697,2321,2376,2176,878,1298,2335,1113,1222,2317,1122,1195,278,136,142
2028,157,Fort Bend County,64,64 yrs,11814,5341,6473,4642,2136,2506,2171,835,1336,2247,1021,1226,2495,1219,1276,259,130,129
2028,157,Fort Bend County,65,65 yrs,11970,5618,6352,4924,2444,2480,2113,858,1255,2141,971,1170,2529,1207,1322,263,138,125
2028,157,Fort Bend County,66,66 yrs,11420,5298,6122,4991,2387,2604,1998,810,1188,2005,933,1072,2146,1037,1109,280,131,149
2028,157,Fort Bend County,67,67 yrs,11616,5229,6387,5069,2359,2710,2087,864,1223,1903,848,1055,2297,1046,1251,260,112,148
2028,157,Fort Bend County,68,68 yrs,11965,5632,6333,5478,2690,2788,2088,884,1204,1885,890,995,2269,1040,1229,245,128,117
2028,157,Fort Bend County,69,69 yrs,11691,5372,6319,5603,2668,2935,1972,791,1181,1781,819,962,2107,978,1129,228,116,112
2028,157,Fort Bend County,70,70 yrs,11459,5350,6109,5512,2733,2779,1969,777,1192,1721,758,963,2039,964,1075,218,118,100
2028,157,Fort Bend County,71,71 yrs,11051,5177,5874,5381,2672,2709,1863,745,1118,1605,714,891,1974,944,1030,228,102,126
2028,157,Fort Bend County,72,72 yrs,10537,5022,5515,4890,2443,2447,1791,741,1050,1545,712,833,2057,997,1060,254,129,125
2028,157,Fort Bend County,73,73 yrs,9896,4519,5377,4620,2211,2409,1791,722,1069,1389,585,804,1875,901,974,221,100,121
2028,157,Fort Bend County,74,74 yrs,8932,4131,4801,4200,2062,2138,1550,578,972,1275,527,748,1728,876,852,179,88,91
2028,157,Fort Bend County,75,75 yrs,8689,3980,4709,4044,1931,2113,1478,565,913,1172,510,662,1803,889,914,192,85,107
2028,157,Fort Bend County,76,76 yrs,8083,3647,4436,3875,1929,1946,1394,468,926,1104,482,622,1518,694,824,192,74,118
2028,157,Fort Bend County,77,77 yrs,7307,3324,3983,3406,1635,1771,1209,477,732,937,412,525,1596,734,862,159,66,93
2028,157,Fort Bend County,78,78 yrs,7034,3235,3799,3257,1575,1682,1173,462,711,926,406,520,1520,731,789,158,61,97
2028,157,Fort Bend County,79,79 yrs,6230,2836,3394,2925,1411,1514,1081,400,681,781,341,440,1300,613,687,143,71,72
2028,157,Fort Bend County,80,80 yrs,5895,2664,3231,2939,1411,1528,916,352,564,745,293,452,1164,544,620,131,64,67
2028,157,Fort Bend County,81,81 yrs,5454,2480,2974,2822,1352,1470,767,272,495,678,280,398,1058,516,542,129,60,69
2028,157,Fort Bend County,82,82 yrs,3946,1781,2165,1818,855,963,551,216,335,593,238,355,915,439,476,69,33,36
2028,157,Fort Bend County,83,83 yrs,3626,1587,2039,1739,788,951,491,175,316,488,197,291,828,390,438,80,37,43
2028,157,Fort Bend County,84,84 yrs,3215,1414,1801,1591,749,842,436,138,298,433,156,277,701,347,354,54,24,30
2028,157,Fort Bend County,85,85 yrs,2768,1246,1522,1376,633,743,337,120,217,388,141,247,621,335,286,46,17,29
2028,157,Fort Bend County,86,86 yrs,2194,969,1225,1067,477,590,256,87,169,307,129,178,517,260,257,47,16,31
2028,157,Fort Bend County,87,87 yrs,1931,787,1144,892,383,509,231,75,156,310,109,201,468,212,256,30,8,22
2028,157,Fort Bend County,88,88 yrs,1625,690,935,761,325,436,173,56,117,268,96,172,396,202,194,27,11,16
2028,157,Fort Bend County,89,89 yrs,1320,528,792,640,264,376,145,47,98,217,62,155,303,150,153,15,5,10
2028,157,Fort Bend County,90,90 yrs,1101,422,679,521,203,318,116,28,88,198,64,134,255,125,130,11,2,9
2028,157,Fort Bend County,91,91 yrs,859,320,539,394,161,233,88,21,67,161,43,118,212,94,118,4,1,3
2028,157,Fort Bend County,92,92 yrs,737,253,484,347,128,219,70,17,53,141,35,106,176,72,104,3,1,2
2028,157,Fort Bend County,93,93 yrs,544,201,343,254,91,163,52,15,37,105,34,71,129,60,69,4,1,3
2028,157,Fort Bend County,94,94 yrs,387,132,255,186,62,124,41,9,32,78,20,58,80,40,40,2,1,1
2028,157,Fort Bend County,95,95+ yrs,1136,341,795,504,150,354,114,21,93,279,71,208,235,98,137,4,1,3
2029,157,Fort Bend County,-1,All Ages,1161639,571276,590363,341548,171118,170430,201958,93875,108083,291162,143131,148031,287579,143495,144084,39392,19657,19735
2029,157,Fort Bend County,0,< 1 yr,15847,8088,7759,3587,1829,1758,2701,1379,1322,5096,2599,2497,3390,1733,1657,1073,548,525
2029,157,Fort Bend County,1,1 yr,15922,8114,7808,3565,1818,1747,2710,1378,1332,5106,2602,2504,3495,1786,1709,1046,530,516
2029,157,Fort Bend County,2,2 yrs,16051,8203,7848,3549,1812,1737,2734,1390,1344,5132,2616,2516,3612,1866,1746,1024,519,505
2029,157,Fort Bend County,3,3 yrs,16133,8239,7894,3519,1799,1720,2747,1393,1354,5151,2626,2525,3719,1920,1799,997,501,496
2029,157,Fort Bend County,4,4 yrs,16199,8294,7905,3481,1779,1702,2757,1399,1358,5167,2633,2534,3825,1994,1831,969,489,480
2029,157,Fort Bend County,5,5 yrs,16228,8305,7923,3434,1758,1676,2757,1396,1361,5174,2637,2537,3924,2045,1879,939,469,470
2029,157,Fort Bend County,6,6 yrs,16085,8249,7836,3377,1731,1646,2752,1391,1361,5141,2625,2516,3907,2047,1860,908,455,453
2029,157,Fort Bend County,7,7 yrs,15919,8148,7771,3320,1701,1619,2739,1381,1358,5104,2610,2494,3885,2024,1861,871,432,439
2029,157,Fort Bend County,8,8 yrs,15756,8086,7670,3275,1682,1593,2722,1373,1349,5065,2593,2472,3853,2019,1834,841,419,422
2029,157,Fort Bend County,9,9 yrs,15582,7980,7602,3232,1659,1573,2698,1356,1342,5021,2575,2446,3821,1990,1831,810,400,410
2029,157,Fort Bend County,10,10 yrs,15422,7914,7508,3205,1647,1558,2668,1340,1328,4981,2559,2422,3785,1981,1804,783,387,396
2029,157,Fort Bend County,11,11 yrs,15190,7781,7409,3224,1660,1564,2647,1327,1320,4899,2513,2386,3662,1908,1754,758,373,385
2029,157,Fort Bend County,12,12 yrs,14971,7687,7284,3260,1681,1579,2621,1316,1305,4818,2470,2348,3539,1858,1681,733,362,371
2029,157,Fort Bend County,13,13 yrs,14771,7564,7207,3301,1705,1596,2593,1298,1295,4740,2426,2314,3423,1787,1636,714,348,366
2029,157,Fort Bend County,14,14 yrs,14578,7486,7092,3346,1732,1614,2563,1286,1277,4667,2385,2282,3307,1741,1566,695,342,353
2029,157,Fort Bend County,15,15 yrs,14368,7346,7022,3381,1744,1637,2529,1262,1267,4592,2343,2249,3196,1670,1526,670,327,343
2029,157,Fort Bend County,16,16 yrs,14148,7257,6891,3457,1794,1663,2491,1246,1245,4437,2263,2174,3110,1633,1477,653,321,332
2029,157,Fort Bend County,17,17 yrs,13813,7068,6745,3503,1819,1684,2427,1212,1215,4273,2180,2093,2996,1557,1439,614,300,314
2029,157,Fort Bend County,18,18 yrs,12883,6656,6227,3278,1740,1538,2259,1148,1111,4003,2044,1959,2757,1438,1319,586,286,300
2029,157,Fort Bend County,19,19 yrs,12498,6539,5959,3389,1902,1487,2138,1075,1063,3715,1879,1836,2694,1406,1288,562,277,285
2029,157,Fort Bend County,20,20 yrs,12964,6686,6278,3708,1998,1710,2444,1226,1218,3637,1822,1815,2606,1340,1266,569,300,269
2029,157,Fort Bend County,21,21 yrs,13154,6754,6400,3614,1922,1692,2530,1279,1251,3576,1832,1744,2894,1463,1431,540,258,282
2029,157,Fort Bend County,22,22 yrs,13754,6922,6832,3792,1986,1806,2720,1339,1381,3687,1819,1868,2974,1498,1476,581,280,301
2029,157,Fort Bend County,23,23 yrs,14272,7340,6932,4202,2280,1922,2752,1421,1331,3631,1824,1807,3137,1555,1582,550,260,290
