year,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
2010,157,Fort Bend County,-1,All Ages,585375,287368,298007,211680,105559,106121,123267,57949,65318,138967,69283,69684,98762,48373,50389,12699,6204,6495
2010,157,Fort Bend County,0,< 1 yr,8202,4243,3959,2388,1295,1093,1561,786,775,2666,1344,1322,1241,639,602,346,179,167
2010,157,Fort Bend County,1,1 yr,8569,4351,4218,2572,1328,1244,1732,864,868,2660,1327,1333,1262,641,621,343,191,152
2010,157,Fort Bend County,2,2 yrs,8676,4430,4246,2533,1299,1234,1772,898,874,2637,1358,1279,1414,714,700,320,161,159
2010,157,Fort Bend County,3,3 yrs,9056,4561,4495,2640,1344,1296,1873,927,946,2745,1376,1369,1455,743,712,343,171,172
2010,157,Fort Bend County,4,4 yrs,9245,4803,4442,2814,1497,1317,1879,983,896,2722,1402,1320,1513,767,746,317,154,163
2010,157,Fort Bend County,5,5 yrs,9458,4795,4663,2827,1471,1356,1915,929,986,2832,1448,1384,1541,772,769,343,175,168
2010,157,Fort Bend County,6,6 yrs,9809,4950,4859,2951,1459,1492,2054,1032,1022,2813,1443,1370,1622,825,797,369,191,178
2010,157,Fort Bend County,7,7 yrs,9863,4995,4868,2906,1422,1484,2105,1119,986,2879,1444,1435,1650,857,793,323,153,170
2010,157,Fort Bend County,8,8 yrs,9820,5115,4705,2965,1539,1426,2089,1084,1005,2873,1458,1415,1558,847,711,335,187,148
2010,157,Fort Bend County,9,9 yrs,10179,5236,4943,3020,1548,1472,2262,1147,1115,2853,1453,1400,1686,904,782,358,184,174
2010,157,Fort Bend County,10,10 yrs,10219,5297,4922,3151,1679,1472,2285,1174,1111,2872,1476,1396,1568,792,776,343,176,167
2010,157,Fort Bend County,11,11 yrs,10069,5091,4978,2980,1529,1451,2308,1174,1134,2891,1451,1440,1549,771,778,341,166,175
2010,157,Fort Bend County,12,12 yrs,10118,5167,4951,2988,1530,1458,2393,1182,1211,2785,1445,1340,1621,852,769,331,158,173
2010,157,Fort Bend County,13,13 yrs,10036,5212,4824,3153,1643,1510,2355,1229,1126,2651,1367,1284,1593,829,764,284,144,140
2010,157,Fort Bend County,14,14 yrs,10135,5255,4880,3198,1660,1538,2409,1231,1178,2686,1385,1301,1557,834,723,285,145,140
2010,157,Fort Bend County,15,15 yrs,10040,5113,4927,3101,1585,1516,2390,1179,1211,2694,1405,1289,1562,796,766,293,148,145
2010,157,Fort Bend County,16,16 yrs,10196,5189,5007,3250,1639,1611,2408,1245,1163,2724,1378,1346,1539,793,746,275,134,141
2010,157,Fort Bend County,17,17 yrs,10145,5337,4808,3174,1675,1499,2500,1328,1172,2668,1376,1292,1534,819,715,269,139,130
2010,157,Fort Bend County,18,18 yrs,8562,4551,4011,2627,1402,1225,2124,1125,999,2397,1284,1113,1199,633,566,215,107,108
2010,157,Fort Bend County,19,19 yrs,6585,3490,3095,1633,855,778,1716,939,777,2150,1154,996,932,467,465,154,75,79
2010,157,Fort Bend County,20,20 yrs,6313,3302,3011,1542,823,719,1592,837,755,2060,1087,973,984,478,506,135,77,58
2010,157,Fort Bend County,21,21 yrs,6019,3193,2826,1567,827,740,1471,773,698,1934,1041,893,929,491,438,118,61,57
2010,157,Fort Bend County,22,22 yrs,5938,3002,2936,1680,844,836,1342,626,716,1840,1015,825,959,459,500,117,58,59
2010,157,Fort Bend County,23,23 yrs,6289,3221,3068,1913,946,967,1348,683,665,1897,1009,888,989,518,471,142,65,77
2010,157,Fort Bend County,24,24 yrs,6384,3241,3143,1970,1008,962,1333,646,687,1916,1028,888,1049,505,544,116,54,62
2010,157,Fort Bend County,25,25 yrs,6732,3337,3395,2187,1075,1112,1369,655,714,1894,955,939,1179,599,580,103,53,50
2010,157,Fort Bend County,26,26 yrs,6435,3098,3337,2009,974,1035,1317,613,704,1836,920,916,1142,536,606,131,55,76
2010,157,Fort Bend County,27,27 yrs,6967,3387,3580,2266,1116,1150,1378,660,718,2057,1024,1033,1147,535,612,119,52,67
2010,157,Fort Bend County,28,28 yrs,7057,3465,3592,2289,1122,1167,1390,651,739,2047,1062,985,1197,575,622,134,55,79
2010,157,Fort Bend County,29,29 yrs,7327,3503,3824,2381,1172,1209,1485,688,797,2125,1031,1094,1179,547,632,157,65,92
2010,157,Fort Bend County,30,30 yrs,7563,3527,4036,2431,1173,1258,1655,736,919,2064,1017,1047,1275,542,733,138,59,79
2010,157,Fort Bend County,31,31 yrs,7430,3455,3975,2412,1170,1242,1545,654,891,2045,1012,1033,1274,557,717,154,62,92
2010,157,Fort Bend County,32,32 yrs,7658,3605,4053,2441,1188,1253,1570,686,884,2145,1070,1075,1345,593,752,157,68,89
2010,157,Fort Bend County,33,33 yrs,7901,3618,4283,2474,1201,1273,1679,735,944,2176,1019,1157,1439,617,822,133,46,87
2010,157,Fort Bend County,34,34 yrs,8061,3750,4311,2418,1182,1236,1690,722,968,2260,1089,1171,1539,681,858,154,76,78
2010,157,Fort Bend County,35,35 yrs,8793,4058,4735,2712,1293,1419,1817,782,1035,2379,1166,1213,1717,734,983,168,83,85
2010,157,Fort Bend County,36,36 yrs,8691,4042,4649,2616,1306,1310,1946,829,1117,2183,1040,1143,1778,787,991,168,80,88
2010,157,Fort Bend County,37,37 yrs,9228,4315,4913,2799,1359,1440,2066,895,1171,2319,1110,1209,1887,883,1004,157,68,89
2010,157,Fort Bend County,38,38 yrs,9628,4438,5190,3111,1493,1618,2140,923,1217,2335,1108,1227,1887,837,1050,155,77,78
2010,157,Fort Bend County,39,39 yrs,10058,4771,5287,3382,1667,1715,2255,988,1267,2335,1143,1192,1924,886,1038,162,87,75
2010,157,Fort Bend County,40,40 yrs,9902,4624,5278,3430,1654,1776,2085,888,1197,2352,1141,1211,1880,864,1016,155,77,78
2010,157,Fort Bend County,41,41 yrs,9359,4421,4938,3197,1533,1664,2017,897,1120,2148,1061,1087,1839,855,984,158,75,83
2010,157,Fort Bend County,42,42 yrs,9071,4344,4727,3178,1622,1556,1984,879,1105,2099,1006,1093,1686,790,896,124,47,77
2010,157,Fort Bend County,43,43 yrs,9072,4424,4648,3251,1634,1617,1928,870,1058,2002,992,1010,1759,866,893,132,62,70
2010,157,Fort Bend County,44,44 yrs,9179,4457,4722,3196,1576,1620,1960,892,1068,2090,1030,1060,1798,896,902,135,63,72
2010,157,Fort Bend County,45,45 yrs,9253,4513,4740,3469,1746,1723,1983,877,1106,2014,1000,1014,1635,820,815,152,70,82
2010,157,Fort Bend County,46,46 yrs,9272,4343,4929,3444,1623,1821,2001,844,1157,1937,927,1010,1747,882,865,143,67,76
2010,157,Fort Bend County,47,47 yrs,9442,4609,4833,3688,1876,1812,1990,896,1094,1859,898,961,1760,867,893,145,72,73
2010,157,Fort Bend County,48,48 yrs,9052,4389,4663,3763,1850,1913,1892,854,1038,1748,870,878,1491,746,745,158,69,89
2010,157,Fort Bend County,49,49 yrs,9238,4375,4863,3852,1845,2007,1996,924,1072,1656,797,859,1589,750,839,145,59,86
2010,157,Fort Bend County,50,50 yrs,9590,4746,4844,4206,2126,2080,2016,959,1057,1657,846,811,1573,745,828,138,70,68
2010,157,Fort Bend County,51,51 yrs,9395,4549,4846,4332,2132,2200,1912,866,1046,1561,783,778,1462,704,758,128,64,64
2010,157,Fort Bend County,52,52 yrs,9295,4563,4732,4306,2209,2097,1926,861,1065,1504,727,777,1432,699,733,127,67,60
2010,157,Fort Bend County,53,53 yrs,9018,4456,4562,4252,2189,2063,1849,841,1008,1404,689,715,1385,679,706,128,58,70
2010,157,Fort Bend County,54,54 yrs,8679,4388,4291,3907,2033,1874,1811,858,953,1362,691,671,1452,729,723,147,77,70
2010,157,Fort Bend County,55,55 yrs,8307,4029,4278,3763,1874,1889,1847,855,992,1234,580,654,1331,658,673,132,62,70
2010,157,Fort Bend County,56,56 yrs,7587,3726,3861,3485,1790,1695,1613,700,913,1140,530,610,1239,648,591,110,58,52
2010,157,Fort Bend County,57,57 yrs,7498,3670,3828,3421,1713,1708,1572,704,868,1071,525,546,1316,671,645,118,57,61
2010,157,Fort Bend County,58,58 yrs,7080,3423,3657,3334,1743,1591,1483,593,890,1034,513,521,1108,523,585,121,51,70
2010,157,Fort Bend County,59,59 yrs,6492,3186,3306,2981,1508,1473,1336,621,715,904,452,452,1175,561,614,96,44,52
2010,157,Fort Bend County,60,60 yrs,6386,3175,3211,2917,1491,1426,1322,617,705,919,460,459,1131,565,566,97,42,55
2010,157,Fort Bend County,61,61 yrs,5818,2867,2951,2681,1369,1312,1246,554,692,802,401,401,989,488,501,100,55,45
2010,157,Fort Bend County,62,62 yrs,5668,2782,2886,2774,1416,1358,1095,509,586,790,357,433,917,450,467,92,50,42
2010,157,Fort Bend County,63,63 yrs,5427,2688,2739,2788,1431,1357,942,413,529,739,352,387,862,441,421,96,51,45
2010,157,Fort Bend County,64,64 yrs,4083,2022,2061,1884,955,929,720,344,376,656,308,348,767,383,384,56,32,24
2010,157,Fort Bend County,65,65 yrs,3909,1886,2023,1899,937,962,665,296,369,554,260,294,717,352,365,74,41,33
2010,157,Fort Bend County,66,66 yrs,3661,1776,1885,1850,948,902,625,254,371,504,219,285,634,328,306,48,27,21
2010,157,Fort Bend County,67,67 yrs,3339,1670,1669,1716,870,846,523,242,281,472,210,262,584,327,257,44,21,23
2010,157,Fort Bend County,68,68 yrs,2843,1411,1432,1433,715,718,435,196,239,402,204,198,520,272,248,53,24,29
2010,157,Fort Bend County,69,69 yrs,2683,1256,1427,1297,630,667,429,187,242,417,186,231,503,237,266,37,16,21
2010,157,Fort Bend County,70,70 yrs,2483,1218,1265,1223,601,622,360,163,197,386,177,209,471,253,218,43,24,19
2010,157,Fort Bend County,71,71 yrs,2252,1063,1189,1148,553,595,342,155,187,328,127,201,406,215,191,28,13,15
2010,157,Fort Bend County,72,72 yrs,2078,946,1132,1047,488,559,301,112,189,333,145,188,373,193,180,24,8,16
2010,157,Fort Bend County,73,73 yrs,1842,834,1008,924,454,470,260,96,164,293,110,183,347,166,181,18,8,10
2010,157,Fort Bend County,74,74 yrs,1818,788,1030,939,431,508,247,100,147,288,105,183,328,144,184,16,8,8
2010,157,Fort Bend County,75,75 yrs,1601,736,865,828,378,450,214,93,121,255,117,138,285,142,143,19,6,13
2010,157,Fort Bend County,76,76 yrs,1402,624,778,753,332,421,208,82,126,213,84,129,212,116,96,16,10,6
2010,157,Fort Bend County,77,77 yrs,1428,607,821,786,342,444,202,69,133,214,89,125,209,98,111,17,9,8
2010,157,Fort Bend County,78,78 yrs,1269,558,711,732,322,410,145,54,91,209,87,122,172,88,84,11,7,4
2010,157,Fort Bend County,79,79 yrs,1213,498,715,678,293,385,143,45,98,197,73,124,182,81,101,13,6,7
2010,157,Fort Bend County,80,80 yrs,1175,468,707,669,259,410,134,50,84,201,89,112,163,65,98,8,5,3
2010,157,Fort Bend County,81,81 yrs,1074,424,650,628,248,380,155,57,98,145,54,91,136,63,73,10,2,8
2010,157,Fort Bend County,82,82 yrs,971,398,573,565,247,318,129,36,93,129,52,77,129,53,76,19,10,9
2010,157,Fort Bend County,83,83 yrs,877,327,550,503,193,310,108,38,70,133,42,91,124,52,72,9,2,7
2010,157,Fort Bend County,84,84 yrs,783,288,495,500,191,309,89,22,67,103,41,62,86,30,56,5,4,1
2010,157,Fort Bend County,85,85 yrs,761,270,491,490,174,316,83,24,59,83,32,51,96,37,59,9,3,6
2010,157,Fort Bend County,86,86 yrs,628,233,395,389,161,228,80,18,62,90,31,59,64,23,41,5,0,5
2010,157,Fort Bend County,87,87 yrs,540,184,356,342,116,226,62,15,47,68,27,41,63,25,38,5,1,4
2010,157,Fort Bend County,88,88 yrs,483,160,323,323,112,211,54,15,39,54,15,39,48,16,32,4,2,2
2010,157,Fort Bend County,89,89 yrs,360,116,244,226,72,154,37,11,26,30,8,22,56,20,36,11,5,6
2010,157,Fort Bend County,90,90 yrs,296,113,183,183,75,108,46,10,36,31,13,18,33,15,18,3,0,3
2010,157,Fort Bend County,91,91 yrs,229,55,174,137,34,103,34,5,29,25,6,19,28,9,19,5,1,4
2010,157,Fort Bend County,92,92 yrs,195,49,146,137,37,100,20,4,16,20,2,18,14,3,11,4,3,1
2010,157,Fort Bend County,93,93 yrs,153,48,105,98,27,71,26,11,15,17,6,11,11,4,7,1,0,1
2010,157,Fort Bend County,94,94 yrs,101,26,75,67,11,56,12,5,7,12,6,6,10,4,6,0,0,0
2010,157,Fort Bend County,95,95+ yrs,311,60,251,200,32,168,55,11,44,34,10,24,20,7,13,2,0,2
2011,157,Fort Bend County,-1,All Ages,607316,298160,309156,217589,108572,109017,126739,59544,67195,144926,72193,72733,104574,51252,53322,13488,6599,6889
2011,157,Fort Bend County,0,< 1 yr,8009,4088,3921,2095,1068,1027,1605,819,786,2728,1391,1337,1210,620,590,371,190,181
2011,157,Fort Bend County,1,1 yr,8476,4384,4092,2439,1323,1116,1583,795,788,2753,1387,1366,1346,696,650,355,183,172
2011,157,Fort Bend County,2,2 yrs,8899,4522,4377,2639,1364,1275,1776,885,891,2759,1376,1383,1372,701,671,353,196,157
2011,157,Fort Bend County,3,3 yrs,9019,4609,4410,2599,1334,1265,1817,920,897,2736,1409,1327,1536,780,756,331,166,165
2011,157,Fort Bend County,4,4 yrs,9413,4745,4668,2709,1380,1329,1921,950,971,2849,1428,1421,1580,811,769,354,176,178
2011,157,Fort Bend County,5,5 yrs,9611,4996,4615,2887,1537,1350,1927,1007,920,2825,1455,1370,1644,838,806,328,159,169
2011,157,Fort Bend County,6,6 yrs,9758,4948,4810,2900,1510,1390,1963,951,1012,2919,1495,1424,1623,813,810,353,179,174
2011,157,Fort Bend County,7,7 yrs,10121,5109,5012,3027,1498,1529,2105,1056,1049,2900,1490,1410,1709,869,840,380,196,184
2011,157,Fort Bend County,8,8 yrs,10176,5154,5022,2981,1460,1521,2157,1144,1013,2967,1491,1476,1738,902,836,333,157,176
2011,157,Fort Bend County,9,9 yrs,10127,5277,4850,3042,1580,1462,2140,1109,1031,2961,1505,1456,1641,892,749,343,191,152
2011,157,Fort Bend County,10,10 yrs,10499,5402,5097,3098,1589,1509,2317,1173,1144,2941,1500,1441,1776,952,824,367,188,179
2011,157,Fort Bend County,11,11 yrs,10521,5455,5066,3267,1743,1524,2352,1208,1144,2933,1506,1427,1615,817,798,354,181,173
2011,157,Fort Bend County,12,12 yrs,10365,5241,5124,3089,1587,1502,2375,1207,1168,2953,1480,1473,1596,796,800,352,171,181
2011,157,Fort Bend County,13,13 yrs,10416,5320,5096,3098,1589,1509,2463,1216,1247,2844,1474,1370,1669,878,791,342,163,179
2011,157,Fort Bend County,14,14 yrs,10336,5369,4967,3271,1707,1564,2423,1264,1159,2708,1395,1313,1641,855,786,293,148,145
2011,157,Fort Bend County,15,15 yrs,10407,5383,5024,3305,1713,1592,2473,1257,1216,2741,1411,1330,1597,855,742,291,147,144
2011,157,Fort Bend County,16,16 yrs,10316,5262,5054,3248,1668,1580,2455,1213,1242,2706,1412,1294,1608,817,791,299,152,147
2011,157,Fort Bend County,17,17 yrs,10368,5276,5092,3371,1704,1667,2437,1259,1178,2724,1378,1346,1565,803,762,271,132,139
2011,157,Fort Bend County,18,18 yrs,9799,5206,4593,3080,1658,1422,2417,1302,1115,2595,1343,1252,1440,767,673,267,136,131
2011,157,Fort Bend County,19,19 yrs,8025,4274,3751,2413,1284,1129,2042,1088,954,2264,1218,1046,1093,579,514,213,105,108
2011,157,Fort Bend County,20,20 yrs,6833,3637,3196,1715,913,802,1800,989,811,2187,1172,1015,968,484,484,163,79,84
2011,157,Fort Bend County,21,21 yrs,6538,3388,3150,1557,826,731,1651,859,792,2116,1106,1010,1072,515,557,142,82,60
2011,157,Fort Bend County,22,22 yrs,6306,3305,3001,1621,848,773,1533,797,736,1992,1058,934,1034,535,499,126,67,59
2011,157,Fort Bend County,23,23 yrs,6332,3179,3153,1806,901,905,1401,652,749,1899,1039,860,1102,526,576,124,61,63
2011,157,Fort Bend County,24,24 yrs,6581,3363,3218,1988,985,1003,1388,700,688,1968,1039,929,1087,571,516,150,68,82
2011,157,Fort Bend County,25,25 yrs,6671,3365,3306,2037,1042,995,1386,669,717,1972,1050,922,1152,545,607,124,59,65
2011,157,Fort Bend County,26,26 yrs,7120,3529,3591,2275,1116,1159,1409,674,735,2003,1004,999,1324,679,645,109,56,53
2011,157,Fort Bend County,27,27 yrs,6778,3250,3528,2069,1008,1061,1356,630,726,1938,965,973,1277,588,689,138,59,79
2011,157,Fort Bend County,28,28 yrs,7359,3575,3784,2355,1165,1190,1411,678,733,2171,1075,1096,1297,602,695,125,55,70
2011,157,Fort Bend County,29,29 yrs,7408,3614,3794,2338,1141,1197,1427,666,761,2153,1109,1044,1348,639,709,142,59,83
2011,157,Fort Bend County,30,30 yrs,7648,3621,4027,2440,1196,1244,1513,696,817,2236,1076,1160,1294,585,709,165,68,97
2011,157,Fort Bend County,31,31 yrs,7983,3738,4245,2512,1212,1300,1698,751,947,2173,1072,1101,1454,640,814,146,63,83
2011,157,Fort Bend County,32,32 yrs,7786,3626,4160,2479,1204,1275,1582,671,911,2150,1064,1086,1414,621,793,161,66,95
2011,157,Fort Bend County,33,33 yrs,8032,3792,4240,2508,1222,1286,1609,702,907,2249,1121,1128,1502,676,826,164,71,93
2011,157,Fort Bend County,34,34 yrs,8259,3788,4471,2538,1231,1307,1715,751,964,2280,1069,1211,1588,688,900,138,49,89
2011,157,Fort Bend County,35,35 yrs,8428,3919,4509,2476,1209,1267,1722,731,991,2370,1142,1228,1701,759,942,159,78,81
2011,157,Fort Bend County,36,36 yrs,9094,4211,4883,2779,1326,1453,1854,799,1055,2460,1207,1253,1823,789,1034,178,90,88
2011,157,Fort Bend County,37,37 yrs,8989,4189,4800,2680,1338,1342,1984,845,1139,2261,1079,1182,1889,844,1045,175,83,92
2011,157,Fort Bend County,38,38 yrs,9532,4468,5064,2865,1393,1472,2103,909,1194,2397,1149,1248,2004,946,1058,163,71,92
2011,157,Fort Bend County,39,39 yrs,9943,4598,5345,3184,1530,1654,2175,938,1237,2416,1150,1266,2005,898,1107,163,82,81
2011,157,Fort Bend County,40,40 yrs,10399,4946,5453,3466,1709,1757,2302,1009,1293,2418,1185,1233,2044,951,1093,169,92,77
2011,157,Fort Bend County,41,41 yrs,10125,4736,5389,3509,1692,1817,2120,901,1219,2394,1165,1229,1941,898,1043,161,80,81
2011,157,Fort Bend County,42,42 yrs,9564,4525,5039,3270,1569,1701,2043,906,1137,2187,1083,1104,1899,888,1011,165,79,86
2011,157,Fort Bend County,43,43 yrs,9267,4447,4820,3249,1658,1591,2011,891,1120,2136,1026,1110,1741,822,919,130,50,80
2011,157,Fort Bend County,44,44 yrs,9264,4523,4741,3320,1669,1651,1954,879,1075,2040,1014,1026,1814,897,917,136,64,72
2011,157,Fort Bend County,45,45 yrs,9402,4583,4819,3275,1620,1655,1994,909,1085,2133,1055,1078,1859,933,926,141,66,75
2011,157,Fort Bend County,46,46 yrs,9399,4578,4821,3534,1777,1757,2003,882,1121,2039,1012,1027,1665,834,831,158,73,85
2011,157,Fort Bend County,47,47 yrs,9440,4424,5016,3517,1659,1858,2033,858,1175,1962,939,1023,1781,899,882,147,69,78
2011,157,Fort Bend County,48,48 yrs,9599,4682,4917,3760,1911,1849,2011,903,1108,1883,910,973,1794,883,911,151,75,76
2011,157,Fort Bend County,49,49 yrs,9197,4455,4742,3835,1883,1952,1912,862,1050,1769,880,889,1518,759,759,163,71,92
2011,157,Fort Bend County,50,50 yrs,9395,4449,4946,3927,1880,2047,2018,932,1086,1678,809,869,1620,765,855,152,63,89
2011,157,Fort Bend County,51,51 yrs,9723,4803,4920,4282,2164,2118,2031,961,1070,1667,850,817,1601,756,845,142,72,70
2011,157,Fort Bend County,52,52 yrs,9521,4600,4921,4406,2167,2239,1928,870,1058,1568,784,784,1487,713,774,132,66,66
2011,157,Fort Bend County,53,53 yrs,9417,4613,4804,4378,2245,2133,1940,863,1077,1512,728,784,1456,708,748,131,69,62
2011,157,Fort Bend County,54,54 yrs,9130,4501,4629,4317,2219,2098,1862,844,1018,1411,690,721,1407,687,720,133,61,72
2011,157,Fort Bend County,55,55 yrs,8830,4448,4382,3992,2071,1921,1831,862,969,1373,694,679,1480,740,740,154,81,73
2011,157,Fort Bend County,56,56 yrs,8422,4075,4347,3827,1903,1924,1856,855,1001,1245,584,661,1358,669,689,136,64,72
2011,157,Fort Bend County,57,57 yrs,7688,3765,3923,3541,1815,1726,1620,699,921,1150,534,616,1263,657,606,114,60,54
2011,157,Fort Bend County,58,58 yrs,7596,3708,3888,3477,1739,1738,1575,700,875,1080,529,551,1342,681,661,122,59,63
2011,157,Fort Bend County,59,59 yrs,7167,3453,3714,3382,1763,1619,1490,592,898,1042,516,526,1129,530,599,124,52,72
2011,157,Fort Bend County,60,60 yrs,6575,3218,3357,3026,1528,1498,1339,619,720,911,455,456,1199,570,629,100,46,54
2011,157,Fort Bend County,61,61 yrs,6472,3204,3268,2958,1508,1450,1322,612,710,928,460,468,1165,582,583,99,42,57
2011,157,Fort Bend County,62,62 yrs,5890,2891,2999,2718,1384,1334,1244,548,696,808,399,409,1017,503,514,103,57,46
2011,157,Fort Bend County,63,63 yrs,5736,2804,2932,2811,1431,1380,1092,503,589,798,357,441,941,462,479,94,51,43
2011,157,Fort Bend County,64,64 yrs,5487,2707,2780,2818,1441,1377,940,409,531,746,352,394,884,452,432,99,53,46
2011,157,Fort Bend County,65,65 yrs,4117,2027,2090,1898,957,941,715,338,377,657,304,353,789,395,394,58,33,25
2011,157,Fort Bend County,66,66 yrs,3952,1901,2051,1920,945,975,665,294,371,559,261,298,732,359,373,76,42,34
2011,157,Fort Bend County,67,67 yrs,3695,1787,1908,1868,955,913,625,252,373,508,219,289,644,333,311,50,28,22
2011,157,Fort Bend County,68,68 yrs,3365,1678,1687,1730,875,855,522,240,282,475,210,265,592,331,261,46,22,24
2011,157,Fort Bend County,69,69 yrs,2861,1415,1446,1443,718,725,434,194,240,404,204,200,525,274,251,55,25,30
2011,157,Fort Bend County,70,70 yrs,2697,1258,1439,1305,632,673,427,185,242,419,186,233,508,239,269,38,16,22
2011,157,Fort Bend County,71,71 yrs,2495,1219,1276,1227,601,626,357,160,197,387,176,211,479,257,222,45,25,20
2011,157,Fort Bend County,72,72 yrs,2257,1060,1197,1150,552,598,338,152,186,329,126,203,411,217,194,29,13,16
2011,157,Fort Bend County,73,73 yrs,2078,941,1137,1047,486,561,297,109,188,333,144,189,376,194,182,25,8,17
2011,157,Fort Bend County,74,74 yrs,1839,828,1011,922,451,471,257,94,163,293,109,184,349,166,183,18,8,10
2011,157,Fort Bend County,75,75 yrs,1809,779,1030,935,427,508,243,97,146,286,103,183,329,144,185,16,8,8
2011,157,Fort Bend County,76,76 yrs,1600,732,868,829,377,452,211,91,120,252,115,137,289,143,146,19,6,13
2011,157,Fort Bend County,77,77 yrs,1396,618,778,751,330,421,205,80,125,210,82,128,214,116,98,16,10,6
2011,157,Fort Bend County,78,78 yrs,1418,599,819,782,338,444,199,67,132,211,87,124,209,98,111,17,9,8
2011,157,Fort Bend County,79,79 yrs,1254,548,706,724,317,407,142,52,90,205,85,120,172,87,85,11,7,4
2011,157,Fort Bend County,80,80 yrs,1194,488,706,668,287,381,139,43,96,192,71,121,182,81,101,13,6,7
2011,157,Fort Bend County,81,81 yrs,1145,452,693,648,248,400,128,47,81,199,87,112,162,65,97,8,5,3
2011,157,Fort Bend County,82,82 yrs,1040,407,633,604,236,368,147,53,94,144,53,91,135,63,72,10,2,8
2011,157,Fort Bend County,83,83 yrs,936,380,556,539,233,306,123,34,89,127,50,77,128,53,75,19,10,9
2011,157,Fort Bend County,84,84 yrs,841,309,532,478,181,297,102,35,67,130,40,90,122,51,71,9,2,7
2011,157,Fort Bend County,85,85 yrs,741,269,472,470,177,293,83,20,63,100,39,61,83,29,54,5,4,1
2011,157,Fort Bend County,86,86 yrs,712,249,463,457,160,297,75,21,54,80,30,50,91,35,56,9,3,6
2011,157,Fort Bend County,87,87 yrs,581,211,370,357,145,212,73,16,57,86,29,57,60,21,39,5,0,5
2011,157,Fort Bend County,88,88 yrs,494,166,328,311,104,207,56,13,43,64,25,39,58,23,35,5,1,4
2011,157,Fort Bend County,89,89 yrs,436,142,294,289,99,190,48,13,35,51,14,37,44,14,30,4,2,2
2011,157,Fort Bend County,90,90 yrs,319,100,219,199,62,137,32,9,23,28,7,21,51,18,33,9,4,5
2011,157,Fort Bend County,91,91 yrs,259,96,163,158,63,95,40,8,32,29,12,17,29,13,16,3,0,3
2011,157,Fort Bend County,92,92 yrs,197,46,151,117,28,89,29,4,25,22,5,17,25,8,17,4,1,3
2011,157,Fort Bend County,93,93 yrs,165,40,125,114,30,84,17,3,14,18,2,16,13,3,10,3,2,1
2011,157,Fort Bend County,94,94 yrs,126,38,88,79,21,58,22,9,13,15,5,10,9,3,6,1,0,1
2011,157,Fort Bend County,95,95+ yrs,311,64,247,195,30,165,52,12,40,38,13,25,25,9,16,1,0,1
2012,157,Fort Bend County,-1,All Ages,629845,309220,320625,223548,111612,111936,130262,61150,69112,151041,75176,75865,110682,54269,56413,14312,7013,7299
2012,157,Fort Bend County,0,< 1 yr,8268,4211,4057,2120,1081,1039,1656,844,812,2829,1443,1386,1272,645,627,391,198,193
2012,157,Fort Bend County,1,1 yr,8278,4226,4052,2140,1091,1049,1627,828,799,2817,1436,1381,1314,677,637,380,194,186
2012,157,Fort Bend County,2,2 yrs,8811,4560,4251,2503,1359,1144,1625,815,810,2854,1438,1416,1463,760,703,366,188,178
2012,157,Fort Bend County,3,3 yrs,9249,4704,4545,2709,1401,1308,1821,907,914,2862,1428,1434,1492,766,726,365,202,163
2012,157,Fort Bend County,4,4 yrs,9376,4794,4582,2667,1369,1298,1863,942,921,2837,1461,1376,1667,851,816,342,171,171
2012,157,Fort Bend County,5,5 yrs,9782,4934,4848,2778,1416,1362,1970,973,997,2955,1481,1474,1715,884,831,364,180,184
2012,157,Fort Bend County,6,6 yrs,9914,5153,4761,2961,1577,1384,1974,1030,944,2910,1501,1409,1732,882,850,337,163,174
2012,157,Fort Bend County,7,7 yrs,10066,5105,4961,2975,1550,1425,2012,973,1039,3006,1542,1464,1710,856,854,363,184,179
2012,157,Fort Bend County,8,8 yrs,10441,5272,5169,3105,1538,1567,2157,1080,1077,2987,1537,1450,1801,915,886,391,202,189
2012,157,Fort Bend County,9,9 yrs,10499,5319,5180,3057,1498,1559,2211,1171,1040,3057,1538,1519,1831,950,881,343,162,181
2012,157,Fort Bend County,10,10 yrs,10445,5444,5001,3121,1622,1499,2192,1134,1058,3050,1553,1497,1728,939,789,354,196,158
2012,157,Fort Bend County,11,11 yrs,10808,5562,5246,3212,1650,1562,2385,1206,1179,3002,1529,1473,1829,982,847,380,195,185
2012,157,Fort Bend County,12,12 yrs,10829,5616,5213,3386,1809,1577,2422,1243,1179,2994,1535,1459,1662,842,820,365,187,178
2012,157,Fort Bend County,13,13 yrs,10666,5396,5270,3202,1648,1554,2443,1241,1202,3015,1510,1505,1644,821,823,362,176,186
2012,157,Fort Bend County,14,14 yrs,10719,5476,5243,3211,1649,1562,2533,1250,1283,2905,1504,1401,1718,905,813,352,168,184
2012,157,Fort Bend County,15,15 yrs,10609,5496,5113,3378,1760,1618,2485,1289,1196,2764,1421,1343,1682,875,807,300,151,149
2012,157,Fort Bend County,16,16 yrs,10695,5542,5153,3462,1803,1659,2539,1293,1246,2753,1417,1336,1644,878,766,297,151,146
