SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018
40,2,4,31,Nebraska,1826341,1826305,1829536,1840538,1853323,1865414,1879522,1891507,1905924,1917575,1929268,3231,11002,12785,12091,14108,11985,14417,11651,11693,6512,25725,25762,26022,26468,26859,26632,26169,25899,3657,15622,15218,16171,15706,16577,16167,15650,15565,2855,10103,10544,9851,10762,10282,10465,10519,10334,657,2131,3249,3146,5065,4112,5958,4742,4705,-251,-1209,-930,-839,-1635,-2311,-1959,-3550,-3314,406,922,2319,2307,3430,1801,3999,1192,1391,-30,-23,-78,-67,-84,-98,-47,-60,-32,14.0187909,13.94854869,13.99507413,14.13535505,14.2449183,14.02632464,13.68850888,13.46506733,8.513179843,8.239617029,8.697038807,8.3878603,8.791764794,8.514703756,8.186218958,8.092350013,5.505611059,5.708931657,5.298035328,5.74749475,5.453153503,5.511620883,5.502289918,5.372717317,1.161284486,1.759134954,1.691972301,2.704986147,2.180837114,3.137910867,2.480450498,2.446161697,-0.658842301,-0.503538168,-0.451228468,-0.873179141,-1.225660158,-1.031750149,-1.856937847,-1.722971278,0.502442185,1.255596786,1.240743833,1.831807006,0.955176956,2.106160718,0.623512652,0.723190419
40,4,8,32,Nevada,2700551,2700679,2702464,2712799,2744566,2776972,2819012,2868666,2919772,2972405,3034392,1785,10335,31767,32406,42040,49654,51106,52633,61987,8892,35846,34702,35089,35226,36231,36281,36196,36042,4947,20201,20405,21253,21271,22465,23328,24691,25041,3945,15645,14297,13836,13955,13766,12953,11505,11001,985,1107,3710,4574,3914,6566,3046,3101,3100,-3055,-6189,13595,13984,23822,29019,34985,37844,47596,-2070,-5082,17305,18558,27736,35585,38031,40945,50696,-90,-228,165,12,349,303,122,183,290,13.23887686,12.71749278,12.70986453,12.58974293,12.7401727,12.53567888,12.28612107,12.00040554,7.46076414,7.477967847,7.698217417,7.602237605,7.89953299,8.060205534,8.380943071,8.33755494,5.778112716,5.239524936,5.011647117,4.987505325,4.840639713,4.475473349,3.905178001,3.662850601,0.408844409,1.359630518,1.656784758,1.398860326,2.308850818,1.052442818,1.052582093,1.032164064,-2.28576156,4.982257921,5.065255369,8.513962871,10.20416416,12.08788969,12.84550685,15.84738089,-1.876917151,6.341888439,6.722040127,9.912823196,12.51301498,13.1403325,13.89808894,16.87954496
40,1,1,33,New Hampshire,1316470,1316464,1316777,1319815,1323962,1326408,1333223,1336294,1342373,1349767,1356458,313,3038,4147,2446,6815,3071,6079,7394,6691,3265,12993,12370,12595,12222,12380,12358,12222,12149,2518,10736,10507,10872,11097,11921,11820,12073,11935,747,2257,1863,1723,1125,459,538,149,214,448,2908,3261,2548,2835,3900,3815,2548,2606,-807,-2051,-847,-1717,2949,-1153,1775,4738,3928,-359,857,2414,831,5784,2747,5590,7286,6534,-75,-76,-130,-108,-94,-135,-49,-41,-57,9.855904895,9.357824053,9.504333357,9.190748641,9.275086092,9.226977448,9.07976554,8.978558693,8.143846299,7.948476744,8.204137536,8.344766624,8.93120366,8.825285114,8.969072931,8.820404807,1.712058597,1.409347309,1.300195822,0.845982018,0.343882433,0.401692334,0.110692609,0.158153886,2.205877891,2.466925161,1.922750408,2.131874685,2.921876879,2.848431701,1.892917902,1.925930032,-1.55579627,-0.640749957,-1.295668152,2.217600863,-0.863826677,1.325286047,3.519876381,2.902936748,0.650081621,1.826175203,0.627082256,4.349475548,2.058050202,4.173717748,5.412794283,4.828866779
40,1,2,34,New Jersey,8791894,8791962,8799624,8827783,8845483,8858362,8866780,8870869,8874516,8888543,8908520,7662,28159,17700,12879,8418,4089,3647,14027,19977,26538,106678,104520,103459,103327,103119,102901,101439,100226,17091,71068,69049,72472,70489,72485,71146,75544,76370,9447,35610,35471,30987,32838,30634,31755,25895,23856,7198,34663,28184,29049,30474,41745,39398,45151,46660,-8758,-42169,-45823,-47133,-55036,-68471,-67589,-57040,-50591,-1560,-7506,-17639,-18084,-24562,-26726,-28191,-11889,-3931,-225,55,-132,-24,142,181,83,21,52,12.103652,11.8280345,11.68774354,11.65880646,11.62713277,11.59749422,11.42134359,11.26320674,8.06335271,7.813949046,8.187148046,7.953561106,8.173010978,8.018535524,8.50574217,8.582314958,4.040299291,4.014085455,3.500595492,3.705245352,3.454121795,3.578958698,2.915601418,2.680891785,3.932852972,3.189450099,3.281660001,3.438505598,4.706937205,4.440365763,5.083696451,5.243561817,-4.784481348,-5.185572378,-5.324606039,-6.209936146,-7.720414357,-7.617642559,-6.422317237,-5.6853201,-0.851628376,-1.996122279,-2.042946038,-2.771430548,-3.013477152,-3.177276796,-1.338620786,-0.441758283
40,4,8,35,New Mexico,2059179,2059180,2064588,2080395,2087549,2092792,2090342,2090211,2092789,2093395,2095428,5408,15807,7154,5243,-2450,-131,2578,606,2033,6646,27800,27048,26731,26367,26051,25261,24088,23803,3808,16379,16456,16801,17135,17653,18146,18269,18198,2838,11421,10592,9930,9232,8398,7115,5819,5605,425,4142,3830,5755,1983,3933,2683,2330,2342,2059,283,-7179,-10494,-13733,-12446,-7176,-7514,-5851,2484,4425,-3349,-4739,-11750,-8513,-4493,-5184,-3509,86,-39,-89,52,68,-16,-44,-29,-63,13.41380652,12.97906114,12.78890885,12.60633774,12.4629445,12.0779345,11.50833313,11.36500635,7.903048095,7.896459261,8.038100241,8.192422237,8.445294199,8.676069806,8.728235548,8.688836936,5.510758428,5.082601878,4.750808606,4.4139155,4.017650297,3.40186469,2.780097578,2.676169416,1.99856067,1.837836593,2.7533639,0.948092985,1.881569257,1.282811379,1.11318566,1.118213875,0.13655062,-3.444863943,-5.020643053,-6.56589055,-5.954236198,-3.431030361,-3.589904314,-2.793624844,2.13511129,-1.60702735,-2.267279153,-5.617797565,-4.072666941,-2.148218982,-2.476718654,-1.675410969
40,1,2,36,New York,19378102,19378124,19400080,19498514,19574549,19628043,19656330,19661411,19641589,19590719,19542209,21956,98434,76035,53494,28287,5081,-19822,-50870,-48510,61420,243113,239922,239872,237032,239363,235826,230364,227099,35126,149752,146900,152576,148844,153820,151568,160681,165728,26294,93361,93022,87296,88188,85543,84258,69683,61371,19141,87879,90870,78677,85344,85244,88905,67949,70375,-22636,-82398,-107485,-111926,-145183,-165895,-193186,-188585,-180306,-3495,5481,-16615,-33249,-59839,-80651,-104281,-120636,-109931,-843,-408,-372,-553,-62,189,201,83,50,12.49983483,12.28068555,12.23755817,12.06749564,12.17582668,12.00040709,11.74358643,11.60654271,7.699609914,7.519246699,7.7839751,7.577771446,7.824457667,7.712795461,8.191259102,8.470002551,4.800224913,4.761438846,4.453583069,4.489724196,4.351369017,4.287611633,3.552327332,3.136540154,4.518363826,4.651286233,4.013867246,4.344933799,4.336159598,4.524082131,3.463930799,3.596715278,-4.236554154,-5.501744258,-5.710132636,-7.391386901,-8.438684206,-9.830598173,-9.613760169,-9.215052858,0.281809672,-0.850458025,-1.69626539,-3.046453102,-4.102524608,-5.306516042,-6.14982937,-5.61833758
40,3,5,37,North Carolina,9535483,9535736,9574293,9656754,9749123,9843599,9933944,10033079,10156679,10270800,10383620,38557,82461,92369,94476,90345,99135,123600,114121,112820,29914,121036,119573,119381,120194,120832,120839,120077,118784,18663,79941,79506,84316,83478,88440,89161,91567,93060,11251,41095,40067,35065,36716,32392,31678,28510,25724,4656,10029,21892,19502,18228,21672,20960,20640,20035,20593,30724,29749,39304,34784,44664,70785,64795,66991,25249,40753,51641,58806,53012,66336,91745,85435,87026,2057,613,661,605,617,407,177,176,70,12.58756219,12.32338018,12.18625978,12.15459372,12.10315629,11.97032674,11.75641889,11.50204169,8.313743916,8.194012566,8.606869428,8.441695715,8.858606513,8.832300021,8.965080811,9.011146283,4.273818269,4.129367614,3.579390347,3.712898008,3.244549776,3.138026716,2.79133808,2.490895411,1.043000935,2.25622372,1.990739214,1.84330278,2.170779289,2.076300271,2.020807364,1.940020586,3.195249848,3.065978415,4.012102045,3.517524902,4.473776587,7.011971119,6.343905677,6.486843978,4.238250783,5.322202135,6.002841259,5.360827682,6.644555876,9.08827139,8.364713042,8.426864565
40,2,4,38,North Dakota,672591,672576,674710,685136,701116,721999,737382,754022,754353,755176,760077,2134,10426,15980,20883,15383,16640,331,823,4901,2338,9211,9873,10252,10980,11404,11333,11182,10869,1496,6054,5935,6224,6210,6348,6164,6054,6213,842,3157,3938,4028,4770,5056,5169,5128,4656,434,1077,1137,1096,787,2068,1409,2659,2597,813,5991,10571,15341,9531,9344,-6287,-6997,-2379,1247,7068,11708,16437,10318,11412,-4878,-4338,218,45,201,334,418,295,172,40,33,27,13.54712225,14.2441634,14.40783071,15.04747561,15.29297226,15.02676722,14.8152172,14.3461191,8.903949418,8.562656718,8.747009202,8.510457516,8.512783927,8.173033894,8.021044975,8.200610723,4.64317283,5.681506681,5.660821508,6.537018092,6.780188333,6.853733322,6.794172222,6.145508374,1.584002894,1.640394387,1.540283111,1.078539463,2.773225766,1.868235684,3.522953186,3.427810405,8.811291867,15.25119531,21.55974746,13.06170219,12.53047464,-8.336123312,-9.27044131,-3.140069678,10.39529476,16.8915897,23.10003057,14.14024165,15.30370041,-6.467887627,-5.747488124,0.287740727
40,2,3,39,Ohio,11536504,11536757,11539327,11543463,11548369,11576576,11602973,11617850,11635003,11664129,11689442,2570,4136,4906,28207,26397,14877,17153,29126,25313,34809,137927,137682,139089,139560,139546,138674,136206,134734,26552,110676,111412,114516,111897,118280,117533,118051,117359,8257,27251,26270,24573,27663,21266,21141,18155,17375,3342,14680,17524,24116,20842,24567,24390,19421,20514,-8654,-37755,-38549,-19895,-21196,-30303,-28034,-8133,-12146,-5312,-23075,-21025,4221,-354,-5736,-3644,11288,8368,-375,-40,-339,-587,-912,-653,-344,-317,-430,11.95063508,11.92473599,12.02934753,12.0416493,12.01903998,11.92748262,11.69193771,11.5386208,9.589482034,9.649472593,9.904110042,9.654803896,10.18740809,10.1091251,10.13351055,10.05062566,2.36115305,2.275263392,2.125237487,2.386845404,1.831631894,1.818357515,1.558427155,1.487995134,1.271943296,1.517766109,2.085713069,1.798309363,2.115945675,2.097807095,1.667100732,1.756819118,-3.271268335,-3.338756319,-1.720652741,-1.828853529,-2.609985012,-2.411231,-0.698137596,-1.040183533,-1.999325038,-1.82099021,0.365060328,-0.030544166,-0.494039337,-0.313423905,0.968963136,0.716635584
40,3,7,40,Oklahoma,3751351,3751583,3759632,3787821,3818600,3853205,3878367,3909831,3926769,3932640,3943079,8049,28189,30779,34605,25162,31464,16938,5871,10439,13148,52554,52346,53345,53079,53529,52856,51758,50778,8179,37673,36952,38616,38623,39728,39265,39769,40050,4969,14881,15394,14729,14456,13801,13591,11989,10728,1215,6712,6622,5678,6538,9408,7764,4406,4272,1545,6626,8672,13996,4275,8324,-4333,-10472,-4474,2760,13338,15294,19674,10813,17732,3431,-6066,-202,320,-30,91,202,-107,-69,-84,-52,-87,13.92628745,13.7636347,13.9067664,13.73045482,13.74618365,13.48952352,13.17096489,12.89482268,9.982970414,9.716001783,10.06699206,9.990982429,10.20210323,10.02092744,10.12009936,10.17049999,3.943317037,4.047632914,3.839774343,3.739472387,3.544080415,3.468596075,3.05086553,2.724322694,1.778613262,1.741160527,1.480225319,1.691247265,2.415963231,1.981471557,1.121203897,1.084853332,1.755824117,2.280178812,3.648685023,1.105855316,2.137593318,-1.105836715,-2.664831414,-1.136150236,3.534437379,4.02133934,5.128910341,2.797102582,4.553556548,0.875634842,-1.543627517,-0.051296904
40,4,9,41,Oregon,3831074,3831075,3837532,3871728,3899118,3922908,3964106,4016918,4091404,4146592,4190713,6457,34196,27390,23790,41198,52812,74486,55188,44121,11881,45394,44912,44991,45474,45681,45598,45389,45166,7799,32516,32946,33414,33812,35357,35317,35933,36052,4082,12878,11966,11577,11662,10324,10281,9456,9114,1606,10421,4418,3407,6943,5343,12755,8167,8177,986,10918,11098,8870,22447,36822,51262,37490,26819,2592,21339,15516,12277,29390,42165,64017,45657,34996,-217,-21,-92,-64,146,323,188,75,11,11.77648698,11.5591018,11.50366925,11.53136028,11.44740324,11.24720997,11.01942754,10.83467619,8.435569692,8.479385642,8.54356659,8.574094074,8.860266552,8.711296863,8.723723585,8.648358193,3.340917287,3.07971616,2.960102664,2.95726621,2.587136688,2.535913103,2.295703955,2.186318001,2.703502022,1.137070533,0.871129807,1.760615615,1.338925932,3.146150338,1.982763769,1.961545128,2.832437873,2.85631706,2.267954619,5.692141538,9.227387363,12.64429311,9.101728139,6.433493797,5.535939896,3.993387593,3.139084427,7.452757153,10.5663133,15.79044345,11.08449191,8.395038924
40,1,2,42,Pennsylvania,12702379,12702873,12711158,12744583,12766827,12776621,12789101,12785759,12783538,12790447,12807060,8285,33425,22244,9794,12480,-3342,-2221,6909,16613,36121,142975,142120,141805,142202,141913,140256,137428,135905,30214,127699,125499,130945,126713,132623,129938,133891,133562,5907,15276,16621,10860,15489,9290,10318,3537,2343,5457,27481,25615,29587,34772,31937,38222,31291,35377,-1693,-8176,-18630,-29890,-36475,-43725,-50399,-27426,-20463,3764,19305,6985,-303,-1703,-11788,-12177,3865,14914,-1386,-1156,-1362,-763,-1306,-844,-362,-493,-644,11.2332224,11.14168131,11.10304294,11.12442668,11.09785156,10.9706575,10.74748421,10.6186122,10.03302163,9.838656507,10.25272704,9.91272611,10.37135687,10.16359582,10.47087499,10.43554749,1.200200772,1.303024803,0.850315901,1.211700573,0.726494691,0.807061688,0.276609218,0.183064702,2.159120019,2.008121072,2.316601893,2.720204812,2.497530778,2.98967938,2.447096141,2.764097301,-0.642369829,-1.460522958,-2.340326177,-2.853430073,-3.419373557,-3.942149837,-2.144835856,-1.598827573,1.51675019,0.547598114,-0.023724283,-0.133225262,-0.921842778,-0.952470457,0.302260285,1.165269727
40,1,1,44,Rhode Island,1052567,1052957,1053938,1053536,1054601,1055122,1056017,1056173,1057063,1056486,1057315,981,-402,1065,521,895,156,890,-577,829,2873,11003,11009,10869,10726,10876,10902,10768,10575,2338,9767,9321,9636,9696,10071,9822,9816,9830,535,1236,1688,1233,1030,805,1080,952,745,1669,4491,4411,3825,3495,4541,4276,2410,2755,-1174,-6155,-4996,-4505,-3534,-5143,-4443,-3908,-2639,495,-1664,-585,-680,-39,-602,-167,-1498,116,-49,26,-38,-32,-96,-47,-23,-31,-32,10.44188446,10.44429276,10.30372234,10.16133945,10.29831597,10.31782536,10.18949644,10.00567225,9.268916248,8.842878807,9.134848509,9.185562864,9.536073933,9.295696269,9.288641995,9.300780916,1.172968207,1.60141395,1.168873829,0.975776583,0.762242033,1.022129095,0.90085444,0.704891331,4.261974288,4.184737519,3.626068446,3.311008891,4.299802575,4.046874083,2.280524369,2.60667868,-5.841115952,-4.739729913,-4.270702836,-3.347955772,-4.869827052,-4.204925527,-3.698045326,-2.496923788,-1.579141664,-0.554992394,-0.64463439,-0.03694688,-0.570024477,-0.158051443,-1.417520956,0.109754892
40,3,5,45,South Carolina,4625364,4625381,4635656,4671422,4717112,4764153,4823793,4892253,4958235,5021219,5084127,10275,35766,45690,47041,59640,68460,65982,62984,62908,14180,57475,57522,56560,57287,58277,57757,56668,56238,9675,42035,42075,44661,44521,46825,47248,49134,49776,4505,15440,15447,11899,12766,11452,10509,7534,6462,1178,2742,5917,5153,6332,7406,5123,5706,5490,4477,17335,23939,29597,39857,49011,50184,49600,50775,5655,20077,29856,34750,46189,56417,55307,55306,56265,115,249,387,392,685,591,166,144,181,12.35081515,12.25367028,11.93089741,11.94979613,11.99603213,11.72672867,11.35693396,11.13034625,9.032910222,8.963060687,9.420894786,9.286869158,9.638694588,9.593027269,9.847031711,9.851419239,3.317904932,3.290609588,2.510002621,2.662926971,2.357337543,2.133701396,1.509902245,1.278927016,0.589228972,1.26047368,1.086985756,1.320825128,1.52448846,1.040151513,1.143549537,1.086553593,3.725121891,5.099624712,6.243259734,8.313980909,10.08867187,10.18913987,9.940423594,10.04913637,4.314350863,6.360098392,7.330245489,9.634806037,11.61316033,11.22929138,11.08397313,11.13568996
40,2,4,46,South Dakota,814180,814198,816165,823484,833496,842270,849088,853933,862890,873286,882235,1967,7319,10012,8774,6818,4845,8957,10396,8949,3032,11796,11891,12059,12440,12255,12321,12093,11943,1927,7295,7433,7291,7172,7753,7770,7374,7293,1105,4501,4458,4768,5268,4502,4551,4719,4650,169,1245,2107,91,1069,1610,3173,3678,3659,679,1563,3356,3836,408,-1226,1251,2006,638,848,2808,5463,3927,1477,384,4424,5684,4297,14,10,91,79,73,-41,-18,-7,2,14.38844533,14.35261741,14.39222421,14.71007321,14.3920715,14.35325599,13.93061533,13.60621719,8.898245905,8.971743775,8.701692241,8.480759248,9.104996357,9.051602873,8.494530508,8.308644556,5.490199427,5.380873638,5.690531972,6.22931396,5.287075145,5.301653112,5.436084821,5.297572629,1.518617704,2.543180968,0.108607049,1.264073011,1.89075766,3.696362409,4.236897642,4.168563065,1.9065056,4.050742918,4.578204833,0.482452562,-1.439794342,1.457343011,2.310825631,0.72684975,3.425123304,6.593923886,4.686811882,1.746525573,0.450963318,5.15370542,6.547723272,4.895412815
40,3,6,47,Tennessee,6346105,6346286,6355301,6397410,6451281,6493432,6540826,6590808,6645011,6708794,6770010,9015,42109,53871,42151,47394,49982,54203,63783,61216,19659,78616,80309,80283,80453,81879,81259,80204,79474,14307,60208,60638,63491,63546,66104,66636,67384,67259,5352,18408,19671,16792,16907,15775,14623,12820,12215,1000,8646,7918,9920,7558,10051,7649,9043,8994,2839,15053,26026,15067,22614,24065,31894,41875,39952,3839,23699,33944,24987,30172,34116,39543,50918,48946,-176,2,256,372,315,91,37,45,55,12.32930002,12.50072867,12.403983,12.34485308,12.47049682,12.27865083,12.01215684,11.79244093,9.442384447,9.438782519,9.809564724,9.750612578,10.06790168,10.06904068,10.09210484,9.979965582,2.886915574,3.061946155,2.594418277,2.594240501,2.402595138,2.20961015,1.920052,1.81247535,1.355946983,1.232499093,1.532672065,1.159713119,1.53080721,1.155803052,1.354370533,1.334539771,2.360752941,4.051151981,2.327900201,3.469932849,3.665195055,4.819346653,6.27162071,5.928122406,3.716699924,5.283651074,3.860572266,4.629645968,5.196002265,5.975149706,7.625991244,7.262662177
40,3,7,48,Texas,25145561,25146114,25242679,25646227,26089620,26489464,26977142,27486814,27937492,28322717,28701845,96565,403548,443393,399844,487678,509672,450678,385225,379128,92759,381742,378109,384420,394325,402277,400968,395212,391451,40966,168090,169149,178632,180772,187892,188835,196396,200500,51793,213652,208960,205788,213553,214385,212133,198816,190951,15567,71953,88080,83041,110340,121124,115228,103032,104976,28034,117054,143712,108849,160926,172520,122969,82801,82569,43601,189007,231792,191890,271266,293644,238197,185833,187545,1171,889,2641,2166,2859,1643,348,576,632,15.00295565,14.61690576,14.62254458,14.75032846,14.77222844,14.46903097,14.04943234,13.72920672,6.606154984,6.538947744,6.794793154,6.76205256,6.899682425,6.814158395,6.981701757,7.032057519,8.39680067,8.077958016,7.827751431,7.988275897,7.872546019,7.654872575,7.067730587,6.697149204,2.827846211,3.404989194,3.158708509,4.127436105,4.447859058,4.158031316,3.662695245,3.681781896,4.600373999,5.555606348,4.140391643,6.019682641,6.335199008,4.437367245,2.94350133,2.895910012,7.42822021,8.960595542,7.299100152,10.14711875,10.78305807,8.59539856,6.606196575,6.577691908
40,4,8,49,Utah,2763885,2763891,2775334,2814216,2853467,2897927,2937399,2982497,3042613,3103118,3161105,11443,38882,39251,44460,39472,45098,60116,60505,57987,13752,51925,50448,51852,50830,51014,50623,50317,50124,3687,15008,15475,16280,16277,17247,17785,17187,17156,10065,36917,34973,35572,34553,33767,32838,33130,32968,959,2673,5024,3322,5315,3951,7371,8973,8967,477,-567,-662,5657,-202,7597,19871,18359,16052,1436,2106,4362,8979,5113,11548,27242,27332,25019,-58,-141,-84,-91,-194,-217,36,43,0,18.57931318,17.80198363,18.03110689,17.4214774,17.23476223,16.80400856,16.37461841,16.0032617,5.370020843,5.460785298,5.661236215,5.578780003,5.826791552,5.903626656,5.593150758,5.477455065,13.20929234,12.34119833,12.36987068,11.84269739,11.40797068,10.9003819,10.78146766,10.52580663,0.956427619,1.772858503,1.155198201,1.821663434,1.334820747,2.446760308,2.92007574,2.862924899,-0.202878586,-0.233605161,1.967175262,-0.069233493,2.566599143,6.596062147,5.974553719,5.124977192,0.753549034,1.539253342,3.122373463,1.752429941,3.90141989,9.042822455,8.894629459,7.987902091
40,1,1,50,Vermont,625741,625744,625880,626979,626063,626212,625218,625197,623644,624525,626299,136,1099,-916,149,-994,-21,-1553,881,1774,1659,6053,6087,5978,6118,5969,5834,5679,5599,1330,5431,5456,5559,5607,5934,5821,5738,5587,329,622,631,419,511,35,13,-59,12,86,1158,215,321,291,2146,659,1822,1850,-217,-636,-1722,-529,-1721,-2162,-2213,-852,-62,-131,522,-1507,-208,-1430,-16,-1554,970,1788,-62,-45,-40,-62,-75,-40,-12,-30,-26,9.662699474,9.715556222,9.547423689,9.777614409,9.54723032,9.343062888,9.099729284,8.952498513,8.669770501,8.70840722,8.8782416,8.960948675,9.491248905,9.322243584,9.194267763,8.933311161,0.992928973,1.007149002,0.669182089,0.816665734,0.055981414,0.020819304,-0.09453848,0.019187352,1.848571946,0.343164874,0.512666946,0.465067962,3.432460423,1.055378547,2.919476449,2.958050053,-1.015277856,-2.748511223,-0.844862351,-2.750453481,-3.458051927,-3.544086077,-1.365199745,-0.09913465,0.83329409,-2.405346349,-0.332195404,-2.285385519,-0.025591504,-2.48870753,1.554276705,2.858915403
40,3,5,51,Virginia,8001024,8001055,8023680,8100469,8185229,8253053,8312076,8362907,8410946,8465207,8517685,22625,76789,84760,67824,59023,50831,48039,54261,52478,25715,102344,102755,102539,102589,103237,102906,101529,99570,14668,60444,60214,63413,62633,65500,65592,67237,68820,11047,41900,42541,39126,39956,37737,37314,34292,30750,5747,22666,36982,25574,34565,38389,35636,32541,31641,5493,12030,5020,3217,-15804,-25452,-24951,-12485,-9831,11240,34696,42002,28791,18761,12937,10685,20056,21810,338,193,217,-93,306,157,40,-87,-82,12.69449941,12.61904771,12.47563462,12.38613958,12.3822615,12.26981064,12.03224455,11.72591806,7.497325905,7.394709149,7.715283142,7.562029852,7.856079973,7.820743392,7.968285189,8.104626703,5.197173507,5.224338558,4.760351477,4.824109731,4.526181526,4.449067248,4.063959363,3.621291356,2.811435196,4.541653665,3.111517372,4.173224368,4.604382505,4.248993955,3.856447616,3.726220481,1.492171773,0.616491845,0.391403433,-1.90810467,-3.052716755,-2.974987321,-1.479602608,-1.157753344,4.303606969,5.158145509,3.502920804,2.265119698,1.55166575,1.274006634,2.376845007,2.568467137
40,4,9,53,Washington,6724540,6724540,6742902,6821655,6892876,6962906,7052439,7163543,7294680,7425432,7535591,18362,78753,71221,70030,89533,111104,131137,130752,110159,22236,86680,86718,87238,87393,88770,89747,90701,90495,11825,49850,49438,51321,51268,53858,54693,56067,57568,10411,36830,37280,35917,36125,34912,35054,34634,32927,5947,19797,21908,19429,30640,32866,29086,31204,30557,2304,22109,12300,14660,22944,43178,66774,64662,46549,8251,41906,34208,34089,53584,76044,95860,95866,77106,-300,17,-267,24,-176,148,223,252,126,12.78036577,12.64614882,12.59228819,12.47104513,12.48876089,12.41466534,12.32341167,12.09743478,7.350037307,7.209579387,7.407882139,7.315981162,7.577105824,7.56566004,7.617740952,7.695730432,5.430328466,5.436569431,5.184406048,5.155063967,4.911655065,4.849005303,4.705670718,4.401704349,2.918930563,3.194859525,2.804460982,4.372350449,4.623810019,4.023454335,4.239641655,4.084881094,3.259818953,1.793717919,2.116084101,3.27412561,6.074571563,9.236819767,8.78553098,6.222702819,6.178749516,4.988577444,4.920545084,7.646476059,10.69838158,13.2602741,13.02517264,10.30758391
40,3,5,54,West Virginia,1852994,1853001,1854214,1856074,1856764,1853873,1849467,1841996,1830929,1817048,1805832,1213,1860,690,-2891,-4406,-7471,-11067,-13881,-11216,5104,20466,20676,20926,20571,20088,19416,18547,18010,5233,21908,21492,22253,21666,22782,22459,22629,22551,-129,-1442,-816,-1327,-1095,-2694,-3043,-4082,-4541,82,1867,890,634,996,1268,1037,332,386,1318,1501,730,-2124,-4254,-5989,-9046,-10107,-7029,1400,3368,1620,-1490,-3258,-4721,-8009,-9775,-6643,-58,-66,-114,-74,-53,-56,-15,-24,-32,11.0320277,11.13757185,11.27892596,11.10943095,10.88348983,10.57250012,10.16837551,9.942366294,11.80932585,11.57712779,11.99416704,11.70078902,12.34307374,12.22949012,12.40632822,12.44921168,-0.77729815,-0.439555941,-0.715241076,-0.591358071,-1.45958391,-1.656990001,-2.237952706,-2.506845383,1.006390879,0.479417632,0.341720303,0.537892821,0.686990497,0.56467257,0.182018692,0.213090138,0.809101612,0.393230192,-1.144816914,-2.297385603,-3.244783979,-4.925774417,-5.541153357,-3.880338294,1.81549249,0.872647824,-0.803096611,-1.759492782,-2.557793482,-4.361101847,-5.359134666,-3.667248156
